######################################################################
#
# 	CONDITIONS OF USE
# ____________________________________________________________________
# 
# 
# The files are freely available for download and use on the condition 
# that APNIC will not be held responsible for any loss or damage 
# arising from the use of the information contained in these reports.
# 
# APNIC endeavours to the best of its ability to ensure the accuracy 
# of these reports; however, APNIC makes no guarantee in this regard.
# 
# In particular, it should be noted that these reports seek to 
# indicate where resources were first allocated or assigned. It is not
# intended that these reports be considered as an authoritative 
# statement of the location in which any specific resource may 
# currently be in use.
# 
# For more information see: 
#
#       https://www.apnic.net/db/rir-stats-format.html
# or
#	ftp://ftp.apnic.net/pub/apnic/stats/apnic/README.TXT
#
######################################################################
#
2|apnic|20121022|28464|19850701|20121019|+1000
apnic|CN|asn|17785|1|20021118|allocated
apnic|IN|asn|17786|1|20010608|allocated
apnic|PK|asn|17787|1|20010608|allocated
apnic|CN|asn|17788|4|20010618|allocated
apnic|NZ|asn|17792|1|20010618|allocated
apnic|HK|asn|17793|1|20010618|allocated
apnic|HK|asn|17794|1|20010620|allocated
apnic|JP|asn|17795|1|20010621|allocated
apnic|PH|asn|17796|1|20010622|allocated
apnic|AU|asn|17797|1|20010622|allocated
apnic|CN|asn|17798|1|20071107|allocated
apnic|CN|asn|17799|1|20021118|allocated
apnic|ID|asn|17800|1|20011004|allocated
apnic|AU|asn|17801|1|20010627|allocated
apnic|AU|asn|17802|1|20031117|allocated
apnic|IN|asn|17803|1|20010627|allocated
apnic|AU|asn|17804|1|20010628|allocated
apnic|AU|asn|17805|1|20060904|allocated
apnic|BD|asn|17806|1|20080526|allocated
apnic|AU|asn|17807|1|20070724|allocated
apnic|NZ|asn|17808|1|20010704|allocated
apnic|TW|asn|17809|1|20010704|allocated
apnic|IN|asn|17810|1|20010705|allocated
apnic|PH|asn|17811|1|20060410|allocated
apnic|AU|asn|17812|1|20010706|allocated
apnic|IN|asn|17813|1|20010709|allocated
apnic|HK|asn|17814|1|20010709|allocated
apnic|IN|asn|17815|1|20070925|allocated
apnic|CN|asn|17816|1|20010711|allocated
apnic|ID|asn|17817|1|20010711|allocated
apnic|IN|asn|17818|1|20010712|allocated
apnic|SG|asn|17819|1|20010712|allocated
apnic|IN|asn|17820|1|20010712|allocated
apnic|AU|asn|17821|1|20100216|allocated
apnic|TH|asn|17823|1|20010717|allocated
apnic|HK|asn|17824|1|20010717|allocated
apnic|IN|asn|17825|1|20050504|allocated
apnic|ID|asn|17826|1|20011019|allocated
apnic|TH|asn|17827|1|20010719|allocated
apnic|PG|asn|17828|1|20070528|allocated
apnic|AU|asn|17829|1|20010723|allocated
apnic|IN|asn|17830|1|20080501|allocated
apnic|KR|asn|17832|50|20010724|allocated
apnic|MN|asn|17882|1|20010724|allocated
apnic|CN|asn|17883|1|20021118|allocated
apnic|ID|asn|17884|1|20010725|allocated
apnic|ID|asn|17885|1|20011030|allocated
apnic|SG|asn|17886|1|20080826|allocated
apnic|TH|asn|17887|1|20010731|allocated
apnic|HK|asn|17888|1|20010801|allocated
apnic|AU|asn|17889|1|20010801|allocated
apnic|AU|asn|17890|1|20100513|allocated
apnic|IN|asn|17891|1|20011106|allocated
apnic|BD|asn|17892|1|20071210|allocated
apnic|PW|asn|17893|1|20010807|allocated
apnic|PH|asn|17894|1|20011107|allocated
apnic|PH|asn|17895|1|20010808|allocated
apnic|CN|asn|17896|2|20021118|allocated
apnic|AU|asn|17898|1|20020228|allocated
apnic|AU|asn|17899|1|20011109|allocated
apnic|AU|asn|17900|1|20020212|allocated
apnic|TH|asn|17901|1|20020214|allocated
apnic|NZ|asn|17902|1|20010810|allocated
apnic|IN|asn|17903|1|20050112|allocated
apnic|LK|asn|17904|1|20010810|allocated
apnic|JP|asn|17905|1|20011113|allocated
apnic|AU|asn|17906|1|20010813|allocated
apnic|AU|asn|17907|1|20080108|allocated
apnic|IN|asn|17908|1|20010814|allocated
apnic|AU|asn|17909|1|20010814|allocated
apnic|ID|asn|17910|1|20010816|allocated
apnic|PK|asn|17911|1|20010817|allocated
apnic|IN|asn|17912|1|20081127|allocated
apnic|IN|asn|17913|1|20010822|allocated
apnic|NZ|asn|17914|1|20010823|allocated
apnic|AU|asn|17915|1|20080404|allocated
apnic|AU|asn|17916|1|20010824|allocated
apnic|IN|asn|17917|1|20010824|allocated
apnic|AU|asn|17918|1|20040315|allocated
apnic|SG|asn|17919|1|20010828|allocated
apnic|AU|asn|17920|1|20050117|allocated
apnic|PH|asn|17921|1|20010830|allocated
apnic|ID|asn|17922|1|20010831|allocated
apnic|CN|asn|17923|1|20021118|allocated
apnic|HK|asn|17924|1|20010904|allocated
apnic|AU|asn|17925|1|20100112|allocated
apnic|SG|asn|17926|1|20010906|allocated
apnic|SA|asn|17927|1|20011206|allocated
apnic|AU|asn|17928|1|20041013|allocated
apnic|AP|asn|17929|1|20010912|allocated
apnic|JP|asn|17930|32|20010921|allocated
apnic|CN|asn|17962|8|20010925|allocated
apnic|PH|asn|17970|1|20011005|allocated
apnic|MY|asn|17971|1|20011008|allocated
apnic|HK|asn|17972|1|20020114|allocated
apnic|PH|asn|17973|1|20030624|allocated
apnic|ID|asn|17974|1|20011008|allocated
apnic|HK|asn|17975|1|20011009|allocated
apnic|KH|asn|17976|1|20011011|allocated
apnic|JP|asn|17977|1|20011017|allocated
apnic|AU|asn|17978|1|20011022|allocated
apnic|TH|asn|17980|1|20011022|allocated
apnic|KH|asn|17981|1|20050404|allocated
apnic|AU|asn|17982|1|20011026|allocated
apnic|AU|asn|17983|1|20011026|allocated
apnic|HK|asn|17984|1|20011026|allocated
apnic|AU|asn|17985|1|20071114|allocated
apnic|AU|asn|17986|1|20011030|allocated
apnic|AU|asn|17987|1|20061020|allocated
apnic|HK|asn|17988|1|20011031|allocated
apnic|HK|asn|17990|1|20011101|allocated
apnic|AU|asn|17991|1|20081127|allocated
apnic|MY|asn|17992|1|20011102|allocated
apnic|WS|asn|17993|1|20011105|allocated
apnic|NZ|asn|17994|1|20090302|allocated
apnic|ID|asn|17995|1|20021118|allocated
apnic|ID|asn|17996|1|20020215|allocated
apnic|CN|asn|17997|1|20021120|allocated
apnic|AU|asn|17998|1|20021122|allocated
apnic|AU|asn|17999|1|20021127|allocated
apnic|AU|asn|18000|1|20050617|allocated
apnic|LK|asn|18001|1|20020215|allocated
apnic|IN|asn|18002|1|20020215|allocated
apnic|AU|asn|18003|1|20090603|allocated
apnic|ID|asn|18004|1|20020220|allocated
apnic|PH|asn|18005|1|20020221|allocated
apnic|NZ|asn|18006|1|20021203|allocated
apnic|ID|asn|18007|1|20071114|allocated
apnic|IN|asn|18008|1|20071115|allocated
apnic|PH|asn|18009|1|20050617|allocated
apnic|AU|asn|18010|1|20050621|allocated
apnic|CN|asn|18011|1|20050621|allocated
apnic|BD|asn|18012|1|20050622|allocated
apnic|KH|asn|18014|1|20090127|allocated
apnic|NZ|asn|18015|1|20090818|allocated
apnic|PH|asn|18016|1|20070410|allocated
apnic|NZ|asn|18017|1|20050729|allocated
apnic|PH|asn|18018|1|20050801|allocated
apnic|AU|asn|18020|1|20050802|allocated
apnic|NZ|asn|18021|1|20021204|allocated
apnic|CN|asn|18022|1|20021205|allocated
apnic|KR|asn|18023|1|20021205|allocated
apnic|HK|asn|18024|1|20110803|allocated
apnic|PH|asn|18025|1|20100603|allocated
apnic|KR|asn|18026|2|20021205|allocated
apnic|KR|asn|18028|2|20021209|allocated
apnic|AU|asn|18030|1|20050224|allocated
apnic|KR|asn|18031|5|20021209|allocated
apnic|AU|asn|18036|1|20090324|allocated
apnic|AU|asn|18037|1|20020222|allocated
apnic|KR|asn|18038|1|20021209|allocated
apnic|AU|asn|18039|1|20011109|allocated
apnic|TW|asn|18040|10|20011109|allocated
apnic|AU|asn|18050|1|20011113|allocated
apnic|ID|asn|18051|1|20080108|allocated
apnic|ID|asn|18052|1|20011114|allocated
apnic|AU|asn|18053|1|20011115|allocated
apnic|TH|asn|18054|1|20050504|allocated
apnic|AU|asn|18055|1|20011115|allocated
apnic|ID|asn|18056|1|20011119|allocated
apnic|AU|asn|18057|1|20011121|allocated
apnic|AU|asn|18058|1|20011127|allocated
apnic|ID|asn|18059|1|20011128|allocated
apnic|AU|asn|18060|1|20011129|allocated
apnic|IN|asn|18061|1|20020228|allocated
apnic|AU|asn|18062|1|20020228|allocated
apnic|AU|asn|18063|1|20110804|allocated
apnic|IN|asn|18064|1|20090903|allocated
apnic|AU|asn|18065|1|20011205|allocated
apnic|JP|asn|18066|1|20020311|allocated
apnic|JP|asn|18067|32|20011227|allocated
apnic|AU|asn|18099|1|20020114|allocated
apnic|AU|asn|18100|1|20020116|allocated
apnic|IN|asn|18101|1|20020117|allocated
apnic|AU|asn|18102|1|20020122|allocated
apnic|ID|asn|18103|1|20020123|allocated
apnic|AU|asn|18104|1|20050909|allocated
apnic|IN|asn|18105|1|20020124|allocated
apnic|SG|asn|18106|1|20020125|allocated
apnic|AU|asn|18107|1|20020125|allocated
apnic|AU|asn|18108|1|20020130|allocated
apnic|AU|asn|18110|1|20050509|allocated
apnic|AU|asn|18111|1|20020131|allocated
apnic|ID|asn|18112|1|20020205|allocated
apnic|SG|asn|18113|1|20030725|allocated
apnic|PH|asn|18114|1|20020208|allocated
apnic|PH|asn|18115|1|20090904|allocated
apnic|HK|asn|18116|1|20020301|allocated
apnic|AU|asn|18117|1|20020829|allocated
apnic|CN|asn|18118|1|20020312|allocated
apnic|NZ|asn|18119|1|20020320|allocated
apnic|IN|asn|18120|1|20050909|allocated
apnic|JP|asn|18121|32|20020321|allocated
apnic|ID|asn|18153|1|20020325|allocated
apnic|AU|asn|18154|1|20041014|allocated
apnic|ID|asn|18156|1|20020402|allocated
apnic|KR|asn|18157|2|20021209|allocated
apnic|NZ|asn|18159|1|20090414|allocated
apnic|KR|asn|18160|2|20021209|allocated
apnic|AU|asn|18162|1|20090908|allocated
apnic|KR|asn|18163|2|20021209|allocated
apnic|AU|asn|18165|1|20021209|allocated
apnic|IN|asn|18166|1|20110805|allocated
apnic|IN|asn|18167|1|20021210|allocated
apnic|KR|asn|18168|1|20021210|allocated
apnic|KR|asn|18169|3|20021211|allocated
apnic|IN|asn|18172|1|20021211|allocated
apnic|PK|asn|18173|1|20021216|allocated
apnic|KR|asn|18174|2|20021217|allocated
apnic|KR|asn|18176|1|20021218|allocated
apnic|TW|asn|18177|10|20020405|allocated
apnic|PH|asn|18187|1|20020410|allocated
apnic|PH|asn|18188|1|20020412|allocated
apnic|ID|asn|18189|1|20020415|allocated
apnic|PH|asn|18190|1|20020415|allocated
apnic|AU|asn|18191|1|20020415|allocated
apnic|AU|asn|18192|1|20040625|allocated
apnic|SG|asn|18193|1|20020417|allocated
apnic|PH|asn|18194|1|20020418|allocated
apnic|AU|asn|18195|1|20020419|allocated
apnic|IN|asn|18196|1|20020419|allocated
apnic|TH|asn|18197|1|20070703|allocated
apnic|NZ|asn|18198|1|20020419|allocated
apnic|NZ|asn|18199|1|20020422|allocated
apnic|NC|asn|18200|1|20020423|allocated
apnic|AU|asn|18201|1|20020424|allocated
apnic|NZ|asn|18202|1|20020424|allocated
apnic|NZ|asn|18203|1|20070801|allocated
apnic|HK|asn|18204|1|20020430|allocated
apnic|TH|asn|18205|1|20020502|allocated
apnic|MY|asn|18206|1|20020506|allocated
apnic|IN|asn|18207|1|20020507|allocated
apnic|AU|asn|18208|1|20020508|allocated
apnic|IN|asn|18209|1|20070205|allocated
apnic|AU|asn|18210|1|20020509|allocated
apnic|IN|asn|18211|1|20090909|allocated
apnic|PK|asn|18212|1|20050802|allocated
apnic|AU|asn|18213|1|20020514|allocated
apnic|PH|asn|18214|1|20050802|allocated
apnic|TH|asn|18215|1|20020515|allocated
apnic|TW|asn|18217|1|20020515|allocated
apnic|HK|asn|18218|1|20020517|allocated
apnic|SG|asn|18219|1|20020517|allocated
apnic|AU|asn|18221|1|20020520|allocated
apnic|IN|asn|18222|1|20090121|allocated
apnic|IN|asn|18223|1|20071119|allocated
apnic|SG|asn|18224|1|20020528|allocated
apnic|IN|asn|18225|1|20020529|allocated
apnic|PH|asn|18226|1|20061121|allocated
apnic|MY|asn|18227|1|20060922|allocated
apnic|SG|asn|18228|1|20020530|allocated
apnic|IN|asn|18229|1|20050406|allocated
apnic|BD|asn|18230|1|20021219|allocated
apnic|AU|asn|18232|1|20020531|allocated
apnic|PH|asn|18233|1|20020605|allocated
apnic|AU|asn|18234|1|20090727|allocated
apnic|AU|asn|18236|1|20020611|allocated
apnic|ID|asn|18237|1|20020614|allocated
apnic|CN|asn|18238|10|20020614|allocated
apnic|AU|asn|18248|1|20061006|allocated
apnic|PH|asn|18249|1|20020618|allocated
apnic|AU|asn|18250|1|20020619|allocated
apnic|ID|asn|18251|1|20020619|allocated
apnic|TH|asn|18252|1|20021230|allocated
apnic|MY|asn|18253|1|20020620|allocated
apnic|SG|asn|18254|1|20020621|allocated
apnic|AU|asn|18255|1|20020625|allocated
apnic|TH|asn|18256|1|20020626|allocated
apnic|JP|asn|18258|1|20021230|allocated
apnic|JP|asn|18259|32|20020701|allocated
apnic|AU|asn|18291|1|20020703|allocated
apnic|AU|asn|18292|1|20050210|allocated
apnic|HK|asn|18293|1|20020705|allocated
apnic|KR|asn|18294|50|20020705|allocated
apnic|CN|asn|18344|1|20020708|allocated
apnic|AU|asn|18345|1|20020710|allocated
apnic|AU|asn|18346|1|20020716|allocated
apnic|ID|asn|18347|1|20020716|allocated
apnic|NZ|asn|18348|1|20020717|allocated
apnic|AU|asn|18349|1|20020717|allocated
apnic|AU|asn|18350|1|20020717|allocated
apnic|ID|asn|18351|1|20080707|allocated
apnic|NZ|asn|18352|1|20020723|allocated
apnic|NZ|asn|18353|1|20020723|allocated
apnic|AU|asn|18354|1|20020724|allocated
apnic|ID|asn|18355|1|20091002|allocated
apnic|TH|asn|18356|1|20030728|allocated
apnic|AU|asn|18357|1|20020724|allocated
apnic|AU|asn|18358|1|20050919|allocated
apnic|AU|asn|18359|1|20020731|allocated
apnic|PH|asn|18360|1|20020802|allocated
apnic|AU|asn|18361|1|20020805|allocated
apnic|TH|asn|18362|1|20020807|allocated
apnic|AU|asn|18363|1|20020807|allocated
apnic|ID|asn|18364|1|20020809|allocated
apnic|ID|asn|18365|1|20020813|allocated
apnic|AU|asn|18366|5|20020819|allocated
apnic|AU|asn|18371|1|20020822|allocated
apnic|AU|asn|18372|1|20020823|allocated
apnic|KR|asn|18373|1|20021119|allocated
apnic|AU|asn|18374|1|20071120|allocated
apnic|AU|asn|18375|1|20020829|allocated
apnic|AU|asn|18376|1|20020829|allocated
apnic|SG|asn|18377|1|20020829|allocated
apnic|NZ|asn|18378|1|20050803|allocated
apnic|ID|asn|18379|1|20020830|allocated
apnic|AU|asn|18380|1|20020830|allocated
apnic|HK|asn|18382|1|20021016|allocated
apnic|JP|asn|18383|1|20021017|allocated
apnic|AU|asn|18384|1|20021021|allocated
apnic|AU|asn|18385|1|20021021|allocated
apnic|TH|asn|18386|1|20021022|allocated
apnic|AU|asn|18388|1|20021022|allocated
apnic|PH|asn|18389|1|20021023|allocated
apnic|AU|asn|18390|1|20021024|allocated
apnic|TW|asn|18391|1|20021025|allocated
apnic|PH|asn|18392|1|20021028|allocated
apnic|ID|asn|18393|1|20021029|allocated
apnic|AU|asn|18394|1|20021029|allocated
apnic|NP|asn|18395|1|20021030|allocated
apnic|PH|asn|18396|1|20021030|allocated
apnic|AU|asn|18397|1|20021030|allocated
apnic|AU|asn|18398|1|20021101|allocated
apnic|MM|asn|18399|1|20021104|allocated
apnic|NZ|asn|18400|1|20050803|allocated
apnic|KR|asn|18401|1|20021230|allocated
apnic|SG|asn|18402|1|20021231|allocated
apnic|VN|asn|18403|1|20030103|allocated
apnic|AU|asn|18404|1|20040322|allocated
apnic|AU|asn|18405|1|20040323|allocated
apnic|NZ|asn|18406|1|20040323|allocated
apnic|NZ|asn|18407|1|20090909|allocated
apnic|TH|asn|18408|1|20050803|allocated
apnic|TH|asn|18409|1|20050803|allocated
apnic|TW|asn|18410|20|20021220|allocated
apnic|AU|asn|18430|1|20050510|allocated
apnic|AU|asn|18431|1|20030110|allocated
apnic|AU|asn|19705|1|20020801|allocated
apnic|KR|asn|23552|50|20021224|allocated
apnic|TH|asn|23602|1|20030113|allocated
apnic|NZ|asn|23603|1|20030114|allocated
apnic|AU|asn|23604|1|20030114|allocated
apnic|PH|asn|23605|1|20030114|allocated
apnic|PH|asn|23606|1|20030120|allocated
apnic|AU|asn|23608|1|20050803|allocated
apnic|AU|asn|23609|1|20030124|allocated
apnic|CN|asn|23610|1|20030130|allocated
apnic|AU|asn|23611|1|20030130|allocated
apnic|JP|asn|23612|32|20030131|allocated
apnic|TH|asn|23644|1|20030204|allocated
apnic|AU|asn|23645|1|20030204|allocated
apnic|AU|asn|23646|1|20030204|allocated
apnic|NP|asn|23647|1|20030213|allocated
apnic|HK|asn|23648|1|20030213|allocated
apnic|NL|asn|23649|1|20030214|allocated
apnic|CN|asn|23650|1|20030214|allocated
apnic|ID|asn|23651|1|20030217|allocated
apnic|AU|asn|23652|1|20030218|allocated
apnic|SG|asn|23653|1|20050804|allocated
apnic|AU|asn|23654|1|20030220|allocated
apnic|NZ|asn|23655|1|20030224|allocated
apnic|TH|asn|23656|1|20030225|allocated
apnic|AS|asn|23657|1|20030226|allocated
apnic|IN|asn|23658|1|20030227|allocated
apnic|MY|asn|23659|1|20030228|allocated
apnic|PH|asn|23660|1|20030301|allocated
apnic|JP|asn|23661|1|20030304|allocated
apnic|PH|asn|23662|1|20050805|allocated
apnic|JP|asn|23663|1|20050811|allocated
apnic|IN|asn|23664|1|20041214|allocated
apnic|PH|asn|23665|1|20050812|allocated
apnic|ID|asn|23666|1|20030311|allocated
apnic|AU|asn|23667|1|20030312|allocated
apnic|KR|asn|23668|1|20030312|allocated
apnic|AU|asn|23669|1|20030312|allocated
apnic|AU|asn|23670|1|20030312|allocated
apnic|ID|asn|23671|1|20030313|allocated
apnic|NP|asn|23672|1|20030317|allocated
apnic|KH|asn|23673|1|20030318|allocated
apnic|PK|asn|23674|1|20030318|allocated
apnic|TW|asn|23675|1|20030318|allocated
apnic|AU|asn|23676|1|20030318|allocated
apnic|AU|asn|23677|1|20050812|allocated
apnic|MY|asn|23678|1|20030319|allocated
apnic|ID|asn|23679|1|20030319|allocated
apnic|PH|asn|23680|1|20030320|allocated
apnic|AU|asn|23681|1|20030321|allocated
apnic|IN|asn|23682|1|20030324|allocated
apnic|TH|asn|23683|1|20050819|allocated
apnic|NZ|asn|23684|1|20040629|allocated
apnic|TH|asn|23685|1|20040630|allocated
apnic|AU|asn|23686|1|20060222|allocated
apnic|TH|asn|23687|1|20030327|allocated
apnic|BD|asn|23688|1|20030327|allocated
apnic|PH|asn|23689|1|20090925|allocated
apnic|AU|asn|23690|1|20030327|allocated
apnic|ID|asn|23691|10|20030328|allocated
apnic|PH|asn|23701|1|20100423|allocated
apnic|AU|asn|23702|1|20060104|allocated
apnic|SG|asn|23703|1|20030331|allocated
apnic|AU|asn|23705|1|20030401|allocated
apnic|AU|asn|23706|1|20030403|allocated
apnic|CN|asn|23707|1|20030407|allocated
apnic|AU|asn|23708|1|20030407|allocated
apnic|HK|asn|23709|1|20030407|allocated
apnic|NZ|asn|23710|1|20030407|allocated
apnic|SG|asn|23711|1|20030407|allocated
apnic|TW|asn|23712|1|20030407|allocated
apnic|KR|asn|23713|1|20030407|allocated
apnic|KR|asn|23714|1|20030407|allocated
apnic|HK|asn|23715|1|20030409|allocated
apnic|KR|asn|23716|1|20030410|allocated
apnic|TH|asn|23717|1|20030411|allocated
apnic|AU|asn|23718|1|20030415|allocated
apnic|AU|asn|23719|1|20050505|allocated
apnic|JP|asn|23720|1|20030416|allocated
apnic|AU|asn|23721|1|20050505|allocated
apnic|AU|asn|23722|1|20060823|allocated
apnic|AU|asn|23723|1|20091110|allocated
apnic|CN|asn|23724|1|20030422|allocated
apnic|TH|asn|23725|1|20030422|allocated
apnic|AU|asn|23726|1|20100702|allocated
apnic|AU|asn|23727|1|20030428|allocated
apnic|SG|asn|23728|1|20030430|allocated
apnic|PH|asn|23729|1|20070604|allocated
apnic|HK|asn|23730|1|20080201|allocated
apnic|AU|asn|23731|1|20080409|allocated
apnic|PH|asn|23732|1|20030506|allocated
apnic|AU|asn|23733|1|20030507|allocated
apnic|NZ|asn|23735|1|20090909|allocated
apnic|MY|asn|23736|1|20030509|allocated
apnic|NZ|asn|23737|1|20100729|allocated
apnic|AU|asn|23738|1|20090123|allocated
apnic|AU|asn|23739|1|20080401|allocated
apnic|AU|asn|23740|1|20030514|allocated
apnic|AU|asn|23741|1|20030515|allocated
apnic|AU|asn|23742|1|20050823|allocated
apnic|KR|asn|23743|1|20030515|allocated
apnic|AU|asn|23744|1|20030516|allocated
apnic|AU|asn|23745|1|20030519|allocated
apnic|NZ|asn|23746|1|20030519|allocated
apnic|IN|asn|23747|1|20030520|allocated
apnic|PH|asn|23748|1|20030520|allocated
apnic|HK|asn|23749|1|20030521|allocated
apnic|PK|asn|23750|1|20030521|allocated
apnic|AU|asn|23751|1|20030527|allocated
apnic|NP|asn|23752|1|20030527|allocated
apnic|AU|asn|23753|1|20030527|allocated
apnic|NZ|asn|23754|2|20030527|allocated
apnic|ID|asn|23756|1|20030527|allocated
apnic|TH|asn|23757|1|20030528|allocated
apnic|AU|asn|23758|1|20030529|allocated
apnic|KR|asn|23759|1|20030530|allocated
apnic|AU|asn|23760|1|20030602|allocated
apnic|JP|asn|23761|1|20030602|allocated
apnic|AU|asn|23762|1|20030603|allocated
apnic|AU|asn|23763|1|20030603|allocated
apnic|AU|asn|23765|1|20030612|allocated
apnic|SG|asn|23766|1|20030612|allocated
apnic|SG|asn|23767|1|20030612|allocated
apnic|IN|asn|23768|1|20030612|allocated
apnic|AU|asn|23769|1|20030613|allocated
apnic|IN|asn|23770|1|20090925|allocated
apnic|CN|asn|23771|1|20030625|allocated
apnic|IN|asn|23772|1|20030616|allocated
apnic|JP|asn|23773|64|20030616|allocated
apnic|AU|asn|23837|1|20080409|allocated
apnic|NZ|asn|23838|1|20080410|allocated
apnic|CN|asn|23839|15|20030627|allocated
apnic|AU|asn|23854|1|20030703|allocated
apnic|SG|asn|23855|1|20050824|allocated
apnic|HK|asn|23856|1|20050825|allocated
apnic|AU|asn|23857|1|20050829|allocated
apnic|BT|asn|23858|1|20050830|allocated
apnic|AU|asn|23859|1|20050831|allocated
apnic|IN|asn|23860|1|20050831|allocated
apnic|ID|asn|23861|1|20070718|allocated
apnic|PH|asn|23862|1|20030707|allocated
apnic|AU|asn|23863|1|20050901|allocated
apnic|SG|asn|23864|1|20050901|allocated
apnic|AU|asn|23865|1|20030722|allocated
apnic|NP|asn|23866|1|20030722|allocated
apnic|AU|asn|23867|1|20030723|allocated
apnic|HK|asn|23868|1|20061003|allocated
apnic|NZ|asn|23869|1|20030729|allocated
apnic|IN|asn|23870|1|20090910|allocated
apnic|AU|asn|23871|1|20030801|allocated
apnic|IN|asn|23872|1|20030801|allocated
apnic|TH|asn|23873|1|20030804|allocated
apnic|AU|asn|23874|1|20060927|allocated
apnic|HK|asn|23875|1|20030806|allocated
apnic|BD|asn|23876|1|20051130|allocated
apnic|AU|asn|23877|1|20030815|allocated
apnic|NZ|asn|23878|1|20090720|allocated
apnic|US|asn|23879|2|20030818|allocated
apnic|HK|asn|23881|1|20030819|allocated
apnic|AU|asn|23882|1|20030820|allocated
apnic|TH|asn|23883|1|20081203|allocated
apnic|TH|asn|23884|1|20030822|allocated
apnic|JP|asn|23885|1|20030822|allocated
apnic|AU|asn|23886|1|20030828|allocated
apnic|PH|asn|23887|1|20030909|allocated
apnic|PK|asn|23888|1|20030910|allocated
apnic|HK|asn|23890|1|20030911|allocated
apnic|TH|asn|23891|1|20030912|allocated
apnic|TH|asn|23892|1|20030917|allocated
apnic|BD|asn|23893|1|20101208|allocated
apnic|PH|asn|23894|1|20030918|allocated
apnic|AU|asn|23895|1|20100720|allocated
apnic|SG|asn|23896|1|20030919|allocated
apnic|AU|asn|23897|1|20030919|allocated
apnic|VN|asn|23899|1|20030923|allocated
apnic|LA|asn|23900|1|20050418|allocated
apnic|IN|asn|23901|1|20030926|allocated
apnic|VN|asn|23902|1|20030926|allocated
apnic|IN|asn|23903|1|20050907|allocated
apnic|NZ|asn|23904|1|20031001|allocated
apnic|NZ|asn|23905|1|20031001|allocated
apnic|AU|asn|23906|1|20031001|allocated
apnic|SG|asn|23907|1|20031002|allocated
apnic|KR|asn|23908|1|20031010|allocated
apnic|AU|asn|23909|1|20031013|allocated
apnic|CN|asn|23910|1|20031014|allocated
apnic|CN|asn|23911|2|20031016|allocated
apnic|AU|asn|23913|1|20100112|allocated
apnic|VN|asn|23914|1|20031022|allocated
apnic|AU|asn|23915|1|20031022|allocated
apnic|NZ|asn|23916|1|20031022|allocated
apnic|JP|asn|23918|1|20100209|allocated
apnic|TH|asn|23919|1|20031027|allocated
apnic|HK|asn|23920|1|20071029|allocated
apnic|AU|asn|23921|1|20031028|allocated
apnic|AU|asn|23922|1|20031028|allocated
apnic|BD|asn|23923|1|20031030|allocated
apnic|TH|asn|23925|1|20050913|allocated
apnic|JP|asn|23926|1|20050913|allocated
apnic|TH|asn|23927|1|20050913|allocated
apnic|NP|asn|23928|1|20050913|allocated
apnic|JP|asn|23929|1|20050914|allocated
apnic|PH|asn|23930|1|20050915|allocated
apnic|AU|asn|23931|1|20090914|allocated
apnic|TH|asn|23932|1|20050915|allocated
apnic|PH|asn|23933|1|20050916|allocated
apnic|NZ|asn|23934|1|20050916|allocated
apnic|AU|asn|23935|1|20050916|allocated
apnic|SG|asn|23936|1|20090914|allocated
apnic|IN|asn|23937|1|20090917|allocated
apnic|AU|asn|23938|1|20090917|allocated
apnic|SG|asn|23939|1|20080526|allocated
apnic|JP|asn|23940|1|20050920|allocated
apnic|IN|asn|23941|1|20050920|allocated
apnic|IN|asn|23942|1|20080527|allocated
apnic|AU|asn|23943|1|20080528|allocated
apnic|PH|asn|23944|1|20080528|allocated
apnic|ID|asn|23945|10|20031103|allocated
apnic|AU|asn|23955|1|20080529|allocated
apnic|BD|asn|23956|1|20050315|allocated
apnic|IN|asn|23957|1|20031121|allocated
apnic|NZ|asn|23958|1|20031121|allocated
apnic|IN|asn|23959|1|20061026|allocated
apnic|NZ|asn|23960|1|20031121|allocated
apnic|SG|asn|23961|1|20031125|allocated
apnic|VN|asn|23962|1|20031126|allocated
apnic|AU|asn|23963|1|20031128|allocated
apnic|PH|asn|23964|1|20031201|allocated
apnic|AU|asn|23965|1|20100721|allocated
apnic|PK|asn|23966|1|20031202|allocated
apnic|JP|asn|23967|1|20031202|allocated
apnic|AU|asn|23968|1|20031204|allocated
apnic|TH|asn|23969|1|20081022|allocated
apnic|AU|asn|23970|1|20031209|allocated
apnic|KR|asn|23971|1|20031210|allocated
apnic|KR|asn|23972|1|20031211|allocated
apnic|NZ|asn|23973|1|20031211|allocated
apnic|TH|asn|23974|1|20100209|allocated
apnic|KR|asn|23975|1|20031212|allocated
apnic|IN|asn|23976|1|20031216|allocated
apnic|NZ|asn|23977|1|20031216|allocated
apnic|HK|asn|23978|1|20031224|allocated
apnic|SG|asn|23979|1|20031229|allocated
apnic|KR|asn|23980|4|20031230|allocated
apnic|IN|asn|23984|1|20040107|allocated
apnic|HK|asn|23985|1|20040107|allocated
apnic|SG|asn|23986|2|20040108|allocated
apnic|PH|asn|23988|1|20040109|allocated
apnic|KR|asn|23989|2|20040112|allocated
apnic|BD|asn|23991|1|20040113|allocated
apnic|AU|asn|23992|1|20040114|allocated
apnic|AU|asn|23993|1|20040115|allocated
apnic|IN|asn|23994|1|20050921|allocated
apnic|AU|asn|23995|1|20040116|allocated
